ogc_fid,x,y
"4163",2.217591,41.417585
"4164",2.217602,41.416684
"4165",2.217613,41.415784
"4166",2.217667,41.411280
"4167",2.217677,41.410380
"4168",2.217688,41.409479
"4169",2.217699,41.408578
"4170",2.217623,41.414883
"4171",2.217634,41.413982
"4172",2.217645,41.413082
"4173",2.217656,41.412181
"4174",2.157593,41.337895
"4175",2.157605,41.336995
"4176",2.157616,41.336094
"4177",2.157628,41.335193
"4178",2.157686,41.330690
"4179",2.157697,41.329789
"4180",2.157721,41.327988
"4181",2.157663,41.332491
"4182",2.157674,41.331591
"4183",2.157407,41.352306
"4184",2.157419,41.351405
"4185",2.157396,41.353207
"4186",2.157221,41.366717
"4187",2.157233,41.365816
"4188",2.157245,41.364915
"4189",2.157256,41.364015
"4190",2.157175,41.370319
"4191",2.104432,41.379829
"4192",2.157186,41.369419
"4193",2.104444,41.378929
"4194",2.157198,41.368518
"4195",2.157210,41.367617
"4196",2.157314,41.359511
"4197",2.157268,41.363114
"4198",2.104271,41.391538
"4199",2.104284,41.390637
"4200",2.104296,41.389736
"4201",2.104308,41.388836
"4202",2.104222,41.395140
"4203",2.104234,41.394240
"4204",2.104246,41.393339
"4205",2.104259,41.392438
"4206",2.104370,41.384333
"4207",2.104395,41.382531
"4208",2.104321,41.387935
"4209",2.104358,41.385233
"4210",2.104073,41.405948
"4211",2.104024,41.409551
"4212",2.104036,41.408650
"4213",2.104049,41.407749
"4214",2.104061,41.406849
"4215",2.104172,41.398743
"4216",2.104197,41.396942
"4217",2.104209,41.396041
"4218",2.104135,41.401445
"4219",2.104148,41.400544
"4220",2.104160,41.399644
"4221",2.103875,41.420359
"4222",2.164372,41.368570
"4223",2.103888,41.419458
"4224",2.103900,41.418557
"4225",2.164383,41.367670
"4226",2.103912,41.417657
"4227",2.164395,41.366769
"4228",2.164406,41.365868
"4229",2.164326,41.372173
"4230",2.164337,41.371272
"4231",2.103863,41.421259
"4232",2.164349,41.370372
"4233",2.103974,41.413153
"4234",2.103987,41.412253
"4235",2.103999,41.411352
"4236",2.164475,41.360464
"4237",2.104011,41.410451
"4238",2.164487,41.359564
"4239",2.103925,41.416756
"4240",2.103937,41.415855
"4241",2.164418,41.364968
"4242",2.103950,41.414955
"4243",2.164429,41.364067
"4244",2.103962,41.414054
"4245",2.164187,41.382981
"4246",2.164199,41.382080
"4247",2.164210,41.381180
"4248",2.164222,41.380279
"4249",2.164141,41.386584
"4250",2.164153,41.385683
"4251",2.164164,41.384782
"4252",2.164176,41.383882
"4253",2.103776,41.427564
"4254",2.164279,41.375776
"4255",2.164291,41.374875
"4256",2.164302,41.373974
"4257",2.164314,41.373074
"4258",2.164233,41.379378
"4259",2.164245,41.378478
"4260",2.164256,41.377577
"4261",2.164268,41.376676
"4262",2.164003,41.397392
"4263",2.164014,41.396491
"4264",2.164026,41.395590
"4265",2.164037,41.394690
"4266",2.163956,41.400994
"4267",2.163968,41.400094
"4268",2.163979,41.399193
"4269",2.163991,41.398292
"4270",2.164095,41.390186
"4271",2.164106,41.389286
"4272",2.164118,41.388385
"4273",2.164130,41.387484
"4274",2.164049,41.393789
"4275",2.164060,41.392888
"4276",2.164072,41.391988
"4277",2.164083,41.391087
"4278",2.163818,41.411802
"4279",2.163829,41.410902
"4280",2.163841,41.410001
"4281",2.163852,41.409100
"4282",2.163772,41.415405
"4283",2.163783,41.414504
"4284",2.163795,41.413604
"4285",2.163806,41.412703
"4286",2.163910,41.404597
"4287",2.163922,41.403696
"4288",2.163933,41.402796
"4289",2.163945,41.401895
"4290",2.163864,41.408200
"4291",2.163876,41.407299
"4292",2.163887,41.406398
"4293",2.163899,41.405498
"4294",2.163633,41.426213
"4295",2.163645,41.425312
"4296",2.163656,41.424412
"4297",2.163668,41.423511
"4298",2.103854,41.334787
"4299",2.163587,41.429816
"4300",2.163598,41.428915
"4301",2.163610,41.428014
"4302",2.163621,41.427114
"4303",2.163725,41.419008
"4304",2.163749,41.417206
"4305",2.163760,41.416306
"4306",2.163679,41.422610
"4307",2.163691,41.421710
"4308",2.163702,41.420809
"4309",2.163714,41.419908
"4310",2.163448,41.440623
"4311",2.163460,41.439723
"4312",2.163471,41.438822
"4313",2.163483,41.437922
"4314",2.163402,41.444226
"4315",2.163413,41.443325
"4316",2.163425,41.442425
"4317",2.163436,41.441524
"4318",2.163540,41.433418
"4319",2.163552,41.432518
"4320",2.103829,41.336588
"4321",2.163564,41.431617
"4322",2.103842,41.335688
"4323",2.163575,41.430716
"4324",2.163494,41.437021
"4325",2.163506,41.436120
"4326",2.163517,41.435220
"4327",2.163529,41.434319
"4328",2.163390,41.445127
"4329",2.103112,41.388826
"4330",2.103125,41.387926
"4331",2.163580,41.337038
"4332",2.103063,41.392429
"4333",2.103075,41.391528
"4334",2.103088,41.390628
"4335",2.103100,41.389727
"4336",2.103211,41.381621
"4337",2.103224,41.380721
"4338",2.103236,41.379820
"4339",2.103174,41.384323
"4340",2.103187,41.383423
"4341",2.103199,41.382522
"4342",2.103013,41.396032
"4343",2.103026,41.395131
"4344",2.103038,41.394230
"4345",2.103050,41.393330
"4346",2.163522,41.341542
"4347",2.102976,41.398734
"4348",2.102989,41.397833
"4349",2.103001,41.396932
"4350",2.163211,41.365860
"4351",2.102741,41.415846
"4352",2.163222,41.364959
"4353",2.102753,41.414945
"4354",2.163234,41.364058
"4355",2.102679,41.420349
"4356",2.163176,41.368562
"4357",2.102691,41.419449
"4358",2.102704,41.418548
"4359",2.163188,41.367661
"4360",2.102815,41.410442
"4361",2.163199,41.366760
"4362",2.102827,41.409541
"4363",2.163303,41.358654
"4364",2.102840,41.408641
"4365",2.102852,41.407740
"4366",2.102766,41.414045
"4367",2.102778,41.413144
"4368",2.102790,41.412243
"4369",2.102803,41.411343
"4370",2.163291,41.359555
"4371",2.163026,41.380270
"4372",2.163038,41.379370
"4373",2.163049,41.378469
"4374",2.102555,41.429356
"4375",2.163061,41.377568
"4376",2.162980,41.383873
"4377",2.162991,41.382972
"4378",2.163003,41.382072
"4379",2.163014,41.381171
"4380",2.163118,41.373065
"4381",2.163130,41.372164
"4382",2.163141,41.371264
"4383",2.102567,41.428455
"4384",2.163072,41.376668
"4385",2.102580,41.427554
"4386",2.163084,41.375767
"4387",2.102592,41.426654
"4388",2.163095,41.374866
"4389",2.163107,41.373966
"4390",2.162841,41.394681
"4391",2.162853,41.393780
"4392",2.162864,41.392880
"4393",2.162876,41.391979
"4394",2.162795,41.398284
"4395",2.162806,41.397383
"4396",2.162818,41.396482
"4397",2.162830,41.395582
"4398",2.162934,41.387476
"4399",2.162945,41.386575
"4400",2.162957,41.385674
"4401",2.162968,41.384774
"4402",2.162887,41.391078
"4403",2.162899,41.390178
"4404",2.162910,41.389277
"4405",2.162922,41.388376
"4406",2.162656,41.409092
"4407",2.162668,41.408191
"4408",2.162679,41.407290
"4409",2.162691,41.406390
"4410",2.162610,41.412694
"4411",2.162621,41.411794
"4412",2.162633,41.410893
"4413",2.162645,41.409992
"4414",2.162749,41.401886
"4415",2.162760,41.400986
"4416",2.162772,41.400085
"4417",2.162783,41.399184
"4418",2.162702,41.405489
"4419",2.162714,41.404588
"4420",2.162726,41.403688
"4421",2.162737,41.402787
"4422",2.162471,41.423502
"4423",2.162483,41.422602
"4424",2.162494,41.421701
"4425",2.162506,41.420800
"4426",2.162425,41.427105
"4427",2.162436,41.426204
"4428",2.162448,41.425304
"4429",2.162459,41.424403
"4430",2.162564,41.416297
"4431",2.162575,41.415396
"4432",2.162587,41.414496
"4433",2.162598,41.413595
"4434",2.162517,41.419900
"4435",2.162529,41.418999
"4436",2.162552,41.417198
"4437",2.162286,41.437913
"4438",2.162297,41.437012
"4439",2.162309,41.436111
"4440",2.162321,41.435211
"4441",2.162239,41.441515
"4442",2.162251,41.440615
"4443",2.162263,41.439714
"4444",2.162274,41.438813
"4445",2.102647,41.335678
"4446",2.162378,41.430708
"4447",2.162390,41.429807
"4448",2.162402,41.428906
"4449",2.162413,41.428006
"4450",2.162332,41.434310
"4451",2.162344,41.433410
"4452",2.162355,41.432509
"4453",2.102634,41.336579
"4454",2.162367,41.431608
"4455",2.162205,41.444217
"4456",2.162216,41.443317
"4457",2.162228,41.442416
"4458",2.222442,41.412213
"4459",2.222452,41.411313
"4460",2.222474,41.409511
"4461",2.162419,41.334327
"4462",2.222484,41.408611
"4463",2.101991,41.383413
"4464",2.162373,41.337930
"4465",2.101929,41.387916
"4466",2.162385,41.337029
"4467",2.101941,41.387016
"4468",2.162396,41.336129
"4469",2.162408,41.335228
"4470",2.102003,41.382513
"4471",2.102016,41.381612
"4472",2.102028,41.380711
"4473",2.101792,41.397824
"4474",2.101854,41.393320
"4475",2.101867,41.392420
"4476",2.162327,41.341533
"4477",2.101805,41.396923
"4478",2.101830,41.395122
"4479",2.101842,41.394221
"4480",2.101557,41.414936
"4481",2.162050,41.363149
"4482",2.101569,41.414035
"4483",2.162061,41.362248
"4484",2.101582,41.413135
"4485",2.101594,41.412234
"4486",2.162073,41.361348
"4487",2.101507,41.418539
"4488",2.162084,41.360447
"4489",2.162004,41.366752
"4490",2.101532,41.416737
"4491",2.101544,41.415837
"4492",2.101656,41.407731
"4493",2.162038,41.364050
"4494",2.101668,41.406830
"4495",2.162142,41.355944
"4496",2.101606,41.411333
"4497",2.101619,41.410433
"4498",2.101631,41.409532
"4499",2.101644,41.408631
"4500",2.101358,41.429346
"4501",2.161865,41.377560
"4502",2.101370,41.428446
"4503",2.161876,41.376659
"4504",2.101383,41.427545
"4505",2.161888,41.375758
"4506",2.101395,41.426644
"4507",2.161900,41.374858
"4508",2.161819,41.381162
"4509",2.161830,41.380262
"4510",2.161842,41.379361
"4511",2.101346,41.430247
"4512",2.161853,41.378460
"4513",2.161957,41.370354
"4514",2.161969,41.369454
"4515",2.161980,41.368553
"4516",2.101408,41.425744
"4517",2.161911,41.373957
"4518",2.161923,41.373056
"4519",2.161934,41.372156
"4520",2.161946,41.371255
"4521",2.161680,41.391970
"4522",2.161691,41.391070
"4523",2.161703,41.390169
"4524",2.161714,41.389268
"4525",2.161633,41.395573
"4526",2.161645,41.394672
"4527",2.161657,41.393772
"4528",2.161668,41.392871
"4529",2.161772,41.384765
"4530",2.161784,41.383864
"4531",2.161795,41.382964
"4532",2.161807,41.382063
"4533",2.161726,41.388368
"4534",2.161738,41.387467
"4535",2.161749,41.386566
"4536",2.161761,41.385666
"4537",2.161495,41.406381
"4538",2.161506,41.405480
"4539",2.161518,41.404580
"4540",2.161529,41.403679
"4541",2.161448,41.409984
"4542",2.161460,41.409083
"4543",2.161471,41.408182
"4544",2.161483,41.407282
"4545",2.161587,41.399176
"4546",2.161599,41.398275
"4547",2.161610,41.397374
"4548",2.161622,41.396474
"4549",2.161541,41.402778
"4550",2.161552,41.401878
"4551",2.161564,41.400977
"4552",2.161576,41.400076
"4553",2.161309,41.420792
"4554",2.161321,41.419891
"4555",2.161332,41.418990
"4556",2.161344,41.418090
"4557",2.161263,41.424394
"4558",2.161274,41.423494
"4559",2.161286,41.422593
"4560",2.161298,41.421692
"4561",2.161402,41.413586
"4562",2.161413,41.412686
"4563",2.161425,41.411785
"4564",2.161437,41.410884
"4565",2.161356,41.417189
"4566",2.161367,41.416288
"4567",2.161379,41.415388
"4568",2.161390,41.414487
"4569",2.161124,41.435202
"4570",2.161135,41.434301
"4571",2.161147,41.433401
"4572",2.161159,41.432500
"4573",2.161077,41.438805
"4574",2.161089,41.437904
"4575",2.161101,41.437003
"4576",2.161112,41.436103
"4577",2.161216,41.427997
"4578",2.161228,41.427096
"4579",2.161240,41.426196
"4580",2.161251,41.425295
"4581",2.161170,41.431599
"4582",2.161182,41.430699
"4583",2.161193,41.429798
"4584",2.161205,41.428898
"4585",2.161031,41.442407
"4586",2.161043,41.441507
"4587",2.161054,41.440606
"4588",2.161066,41.439705
"4589",2.221245,41.412205
"4590",2.221256,41.411305
"4591",2.221267,41.410404
"4592",2.221277,41.409503
"4593",2.221224,41.414007
"4594",2.221234,41.413106
"4595",2.221288,41.408603
"4596",2.221299,41.407702
"4597",2.161259,41.331617
"4598",2.100745,41.387006
"4599",2.161213,41.335219
"4600",2.161224,41.334319
"4601",2.161236,41.333418
"4602",2.161247,41.332517
"4603",2.092956,41.431082
"4604",2.092969,41.430181
"4605",2.161178,41.337921
"4606",2.092981,41.429281
"4607",2.161120,41.342425
"4608",2.161132,41.341524
"4609",2.153179,41.401816
"4610",2.153191,41.400916
"4611",2.153202,41.400015
"4612",2.153214,41.399114
"4613",2.153132,41.405419
"4614",2.153144,41.404518
"4615",2.153156,41.403618
"4616",2.153167,41.402717
"4617",2.153273,41.394611
"4618",2.153284,41.393710
"4619",2.153296,41.392810
"4620",2.153308,41.391909
"4621",2.153226,41.398214
"4622",2.153237,41.397313
"4623",2.153249,41.396412
"4624",2.153261,41.395512
"4625",2.153027,41.413525
"4626",2.152945,41.419830
"4627",2.152957,41.418929
"4628",2.152980,41.417128
"4629",2.153085,41.409022
"4630",2.153097,41.408121
"4631",2.153109,41.407220
"4632",2.153121,41.406320
"4633",2.153039,41.412624
"4634",2.153050,41.411724
"4635",2.153062,41.410823
"4636",2.153074,41.409922
"4637",2.152805,41.430637
"4638",2.152816,41.429737
"4639",2.152828,41.428836
"4640",2.152840,41.427935
"4641",2.152758,41.434240
"4642",2.152769,41.433339
"4643",2.152781,41.432439
"4644",2.152793,41.431538
"4645",2.152898,41.423432
"4646",2.152910,41.422532
"4647",2.152922,41.421631
"4648",2.152933,41.420730
"4649",2.152851,41.427035
"4650",2.152863,41.426134
"4651",2.152875,41.425233
"4652",2.152887,41.424333
"4653",2.152652,41.442346
"4654",2.152711,41.437843
"4655",2.152723,41.436942
"4656",2.152734,41.436041
"4657",2.152746,41.435141
"4658",2.152664,41.441445
"4659",2.152676,41.440545
"4660",2.152699,41.438743
"4661",2.212935,41.406744
"4662",2.212946,41.405844
"4663",2.212957,41.404943
"4664",2.212881,41.411248
"4665",2.212892,41.410347
"4666",2.212903,41.409446
"4667",2.212914,41.408546
"4668",2.213012,41.400440
"4669",2.213022,41.399539
"4670",2.212968,41.404042
"4671",2.212979,41.403142
"4672",2.212990,41.402241
"4673",2.213001,41.401340
"4674",2.152953,41.327052
"4675",2.152965,41.326151
"4676",2.212761,41.421155
"4677",2.152976,41.325251
"4678",2.212772,41.420254
"4679",2.152988,41.324350
"4680",2.212783,41.419354
"4681",2.152906,41.330655
"4682",2.152918,41.329754
"4683",2.152930,41.328853
"4684",2.152941,41.327953
"4685",2.212838,41.414850
"4686",2.212848,41.413950
"4687",2.212859,41.413049
"4688",2.212870,41.412148
"4689",2.153000,41.323449
"4690",2.212794,41.418453
"4691",2.212805,41.417552
"4692",2.212816,41.416652
"4693",2.212827,41.415751
"4694",2.152860,41.334257
"4695",2.152871,41.333357
"4696",2.152883,41.332456
"4697",2.152895,41.331555
"4698",2.152836,41.336059
"4699",2.152848,41.335158
"4700",2.152533,41.359476
"4701",2.092048,41.410358
"4702",2.092061,41.409457
"4703",2.092073,41.408556
"4704",2.152626,41.352271
"4705",2.152638,41.351370
"4706",2.152649,41.350470
"4707",2.152661,41.349569
"4708",2.152392,41.370284
"4709",2.152404,41.369384
"4710",2.152416,41.368483
"4711",2.152427,41.367582
"4712",2.091835,41.425669
"4713",2.091847,41.424768
"4714",2.152346,41.373887
"4715",2.152357,41.372986
"4716",2.091872,41.422967
"4717",2.152369,41.372086
"4718",2.091985,41.414861
"4719",2.152381,41.371185
"4720",2.091998,41.413960
"4721",2.092010,41.413060
"4722",2.152509,41.361278
"4723",2.152521,41.360377
"4724",2.091935,41.418463
"4725",2.091948,41.417563
"4726",2.152439,41.366682
"4727",2.091960,41.416662
"4728",2.152451,41.365781
"4729",2.091973,41.415761
"4730",2.152205,41.384695
"4731",2.152217,41.383794
"4732",2.152229,41.382894
"4733",2.152240,41.381993
"4734",2.152158,41.388298
"4735",2.152170,41.387397
"4736",2.152182,41.386496
"4737",2.152193,41.385596
"4738",2.091785,41.429271
"4739",2.152299,41.377490
"4740",2.091797,41.428370
"4741",2.152310,41.376589
"4742",2.091810,41.427470
"4743",2.152322,41.375688
"4744",2.091822,41.426569
"4745",2.152334,41.374788
"4746",2.152252,41.381092
"4747",2.152264,41.380192
"4748",2.152275,41.379291
"4749",2.152287,41.378390
"4750",2.152018,41.399106
"4751",2.152030,41.398205
"4752",2.152041,41.397304
"4753",2.152053,41.396404
"4754",2.151971,41.402708
"4755",2.151983,41.401808
"4756",2.151995,41.400907
"4757",2.152006,41.400006
"4758",2.152112,41.391900
"4759",2.152123,41.391000
"4760",2.152135,41.390099
"4761",2.152147,41.389198
"4762",2.152065,41.395503
"4763",2.152076,41.394602
"4764",2.152088,41.393702
"4765",2.152100,41.392801
"4766",2.151842,41.412615
"4767",2.151854,41.411715
"4768",2.151866,41.410814
"4769",2.151784,41.417119
"4770",2.151924,41.406311
"4771",2.151936,41.405410
"4772",2.151948,41.404509
"4773",2.151959,41.403609
"4774",2.151877,41.409913
"4775",2.151889,41.409013
"4776",2.151901,41.408112
"4777",2.151913,41.407211
"4778",2.151643,41.427927
"4779",2.151655,41.427026
"4780",2.151666,41.426125
"4781",2.151678,41.425225
"4782",2.151596,41.431529
"4783",2.151608,41.430629
"4784",2.151620,41.429728
"4785",2.151631,41.428827
"4786",2.151737,41.420721
"4787",2.151749,41.419821
"4788",2.151760,41.418920
"4789",2.151772,41.418019
"4790",2.151690,41.424324
"4791",2.151702,41.423423
"4792",2.151713,41.422523
"4793",2.151725,41.421622
"4794",2.151467,41.441436
"4795",2.151479,41.440536
"4796",2.151491,41.439635
"4797",2.151408,41.445940
"4798",2.151420,41.445039
"4799",2.151432,41.444138
"4800",2.151444,41.443238
"4801",2.151549,41.435132
"4802",2.151561,41.434231
"4803",2.151573,41.433331
"4804",2.151584,41.432430
"4805",2.151502,41.438735
"4806",2.151514,41.437834
"4807",2.211761,41.404935
"4808",2.211772,41.404034
"4809",2.211783,41.403133
"4810",2.211794,41.402233
"4811",2.211717,41.408538
"4812",2.211728,41.407637
"4813",2.211739,41.406736
"4814",2.211750,41.405835
"4815",2.211848,41.397729
"4816",2.211804,41.401332
"4817",2.211815,41.400431
"4818",2.211826,41.399531
"4819",2.211837,41.398630
"4820",2.151793,41.324341
"4821",2.211587,41.419346
"4822",2.151805,41.323441
"4823",2.211598,41.418445
"4824",2.151816,41.322540
"4825",2.211608,41.417544
"4826",2.151828,41.321639
"4827",2.211619,41.416644
"4828",2.151746,41.327944
"4829",2.211543,41.422948
"4830",2.211554,41.422048
"4831",2.211565,41.421147
"4832",2.211576,41.420246
"4833",2.211674,41.412140
"4834",2.211685,41.411240
"4835",2.211696,41.410339
"4836",2.211706,41.409438
"4837",2.211630,41.415743
"4838",2.211641,41.414842
"4839",2.211652,41.413942
"4840",2.211663,41.413041
"4841",2.151700,41.331547
"4842",2.151711,41.330646
"4843",2.151723,41.329745
"4844",2.151735,41.328845
"4845",2.211532,41.423849
"4846",2.151665,41.334249
"4847",2.151676,41.333348
"4848",2.151688,41.332447
"4849",2.151419,41.353163
"4850",2.151431,41.352262
"4851",2.090877,41.408547
"4852",2.090889,41.407646
"4853",2.151466,41.349560
"4854",2.151232,41.367573
"4855",2.090751,41.417553
"4856",2.151244,41.366673
"4857",2.090764,41.416653
"4858",2.090676,41.422957
"4859",2.151185,41.371176
"4860",2.151197,41.370275
"4861",2.151208,41.369375
"4862",2.151220,41.368474
"4863",2.151325,41.360368
"4864",2.090864,41.409448
"4865",2.090776,41.415752
"4866",2.090789,41.414851
"4867",2.151290,41.363070
"4868",2.090801,41.413951
"4869",2.151302,41.362169
"4870",2.151314,41.361269
"4871",2.151044,41.381984
"4872",2.151056,41.381083
"4873",2.151068,41.380183
"4874",2.151080,41.379282
"4875",2.150998,41.385587
"4876",2.151009,41.384686
"4877",2.151021,41.383785
"4878",2.151033,41.382885
"4879",2.090626,41.426560
"4880",2.151138,41.374779
"4881",2.090638,41.425659
"4882",2.090651,41.424758
"4883",2.090663,41.423858
"4884",2.151162,41.372977
"4885",2.151173,41.372077
"4886",2.151091,41.378381
"4887",2.151103,41.377481
"4888",2.090600,41.428361
"4889",2.151115,41.376580
"4890",2.090613,41.427460
"4891",2.151126,41.375679
"4892",2.150857,41.396395
"4893",2.150869,41.395494
"4894",2.150880,41.394593
"4895",2.150892,41.393693
"4896",2.150810,41.399997
"4897",2.150822,41.399097
"4898",2.150834,41.398196
"4899",2.150845,41.397295
"4900",2.150951,41.389189
"4901",2.150962,41.388289
"4902",2.150974,41.387388
"4903",2.150986,41.386487
"4904",2.150904,41.392792
"4905",2.150916,41.391891
"4906",2.150927,41.390991
"4907",2.150939,41.390090
"4908",2.150669,41.410805
"4909",2.150681,41.409905
"4910",2.150693,41.409004
"4911",2.150705,41.408103
"4912",2.150646,41.412607
"4913",2.150658,41.411706
"4914",2.150763,41.403600
"4915",2.150775,41.402699
"4916",2.150787,41.401799
"4917",2.150798,41.400898
"4918",2.150716,41.407203
"4919",2.150728,41.406302
"4920",2.150740,41.405401
"4921",2.150751,41.404501
"4922",2.150482,41.425216
"4923",2.150493,41.424315
"4924",2.150505,41.423415
"4925",2.150517,41.422514
"4926",2.150435,41.428818
"4927",2.150446,41.427918
"4928",2.150458,41.427017
"4929",2.150470,41.426116
"4930",2.150575,41.418011
"4931",2.150587,41.417110
"4932",2.150599,41.416209
"4933",2.150529,41.421613
"4934",2.150540,41.420713
"4935",2.150552,41.419812
"4936",2.150564,41.418911
"4937",2.150305,41.438726
"4938",2.150317,41.437825
"4939",2.150329,41.436924
"4940",2.150247,41.443229
"4941",2.150258,41.442328
"4942",2.150270,41.441428
"4943",2.150282,41.440527
"4944",2.150388,41.432421
"4945",2.150399,41.431520
"4946",2.150411,41.430620
"4947",2.150423,41.429719
"4948",2.150364,41.434222
"4949",2.150376,41.433322
"4950",2.210597,41.402225
"4951",2.210608,41.401324
"4952",2.210619,41.400423
"4953",2.210630,41.399523
"4954",2.210554,41.405827
"4955",2.210565,41.404927
"4956",2.210576,41.404026
"4957",2.210586,41.403125
"4958",2.150211,41.445931
"4959",2.150223,41.445030
"4960",2.210652,41.397721
"4961",2.210663,41.396821
"4962",2.150633,41.321630
"4963",2.210423,41.416635
"4964",2.210434,41.415735
"4965",2.210445,41.414834
"4966",2.210456,41.413933
"4967",2.210379,41.420238
"4968",2.210390,41.419337
"4969",2.210401,41.418437
"4970",2.210412,41.417536
"4971",2.210510,41.409430
"4972",2.210521,41.408529
"4973",2.210532,41.407629
"4974",2.210543,41.406728
"4975",2.210467,41.413033
"4976",2.210477,41.412132
"4977",2.210488,41.411231
"4978",2.210499,41.410331
"4979",2.210205,41.434649
"4980",2.210216,41.433748
"4981",2.150540,41.328836
"4982",2.210336,41.423841
"4983",2.210347,41.422940
"4984",2.210357,41.422039
"4985",2.210368,41.421139
"4986",2.150505,41.331538
"4987",2.150516,41.330637
"4988",2.150528,41.329736
"4989",2.150212,41.354055
"4990",2.150224,41.353154
"4991",2.150235,41.352253
"4992",2.210183,41.436450
"4993",2.150083,41.363962
"4994",2.089592,41.414842
"4995",2.150095,41.363061
"4996",2.150025,41.368465
"4997",2.150048,41.366664
"4998",2.089668,41.409438
"4999",2.089680,41.408537
"5000",2.150130,41.360359
"5001",2.150142,41.359459
"5002",2.149884,41.379273
"5003",2.149896,41.378373
"5004",2.149907,41.377472
"5005",2.089404,41.428352
"5006",2.149919,41.376571
"5007",2.149837,41.382876
"5008",2.149849,41.381975
"5009",2.149860,41.381075
"5010",2.149872,41.380174
"5011",2.089467,41.423848
"5012",2.089479,41.422948
"5013",2.149978,41.372068
"5014",2.089492,41.422047
"5015",2.149989,41.371167
"5016",2.150001,41.370267
"5017",2.089416,41.427451
"5018",2.149931,41.375671
"5019",2.089429,41.426550
"5020",2.149942,41.374770
"5021",2.089441,41.425650
"5022",2.089454,41.424749
"5023",2.149954,41.373869
"5024",2.149966,41.372969
"5025",2.149696,41.393684
"5026",2.149708,41.392783
"5027",2.149720,41.391883
"5028",2.149731,41.390982
"5029",2.149649,41.397287
"5030",2.149661,41.396386
"5031",2.149673,41.395485
"5032",2.149684,41.394585
"5033",2.149790,41.386479
"5034",2.149802,41.385578
"5035",2.149813,41.384677
"5036",2.149825,41.383777
"5037",2.149743,41.390081
"5038",2.149755,41.389181
"5039",2.149766,41.388280
"5040",2.149778,41.387379
"5041",2.096721,41.418501
"5042",2.149508,41.408094
"5043",2.096734,41.417600
"5044",2.096746,41.416700
"5045",2.149520,41.407194
"5046",2.149532,41.406293
"5047",2.096758,41.415799
"5048",2.149543,41.405392
"5049",2.149461,41.411697
"5050",2.096684,41.421203
"5051",2.149473,41.410796
"5052",2.096696,41.420302
"5053",2.149485,41.409896
"5054",2.096709,41.419402
"5055",2.149496,41.408995
"5056",2.149602,41.400889
"5057",2.096833,41.410395
"5058",2.149614,41.399989
"5059",2.096846,41.409495
"5060",2.149626,41.399088
"5061",2.149637,41.398187
"5062",2.096771,41.414899
"5063",2.149555,41.404492
"5064",2.096783,41.413998
"5065",2.149567,41.403591
"5066",2.096796,41.413097
"5067",2.149579,41.402691
"5068",2.149590,41.401790
"5069",2.157035,41.381127
"5070",2.096534,41.432011
"5071",2.157047,41.380227
"5072",2.096546,41.431110
"5073",2.157059,41.379326
"5074",2.096559,41.430209
"5075",2.157070,41.378425
"5076",2.156989,41.384730
"5077",2.157000,41.383829
"5078",2.157012,41.382929
"5079",2.157024,41.382028
"5080",2.096621,41.425706
"5081",2.157128,41.373922
"5082",2.096634,41.424806
"5083",2.157140,41.373021
"5084",2.096646,41.423905
"5085",2.157152,41.372121
"5086",2.157163,41.371220
"5087",2.096571,41.429309
"5088",2.157082,41.377525
"5089",2.096584,41.428408
"5090",2.157093,41.376624
"5091",2.096596,41.427508
"5092",2.157105,41.375723
"5093",2.096609,41.426607
"5094",2.157117,41.374823
"5095",2.156849,41.395538
"5096",2.156861,41.394637
"5097",2.156872,41.393737
"5098",2.156884,41.392836
"5099",2.156803,41.399141
"5100",2.156814,41.398240
"5101",2.156826,41.397339
"5102",2.156837,41.396439
"5103",2.156942,41.388333
"5104",2.156954,41.387432
"5105",2.156965,41.386531
"5106",2.156977,41.385631
"5107",2.156896,41.391935
"5108",2.156907,41.391035
"5109",2.156919,41.390134
"5110",2.156931,41.389233
"5111",2.156663,41.409949
"5112",2.156674,41.409048
"5113",2.156686,41.408147
"5114",2.156698,41.407247
"5115",2.156616,41.413551
"5116",2.156628,41.412651
"5117",2.156640,41.411750
"5118",2.156651,41.410849
"5119",2.156756,41.402743
"5120",2.156768,41.401843
"5121",2.156779,41.400942
"5122",2.156791,41.400041
"5123",2.156709,41.406346
"5124",2.156721,41.405445
"5125",2.156733,41.404545
"5126",2.156744,41.403644
"5127",2.156476,41.424359
"5128",2.156488,41.423459
"5129",2.156500,41.422558
"5130",2.156511,41.421657
"5131",2.156430,41.427962
"5132",2.156441,41.427061
"5133",2.156453,41.426161
"5134",2.156465,41.425260
"5135",2.156570,41.417154
"5136",2.156581,41.416253
"5137",2.156593,41.415353
"5138",2.156605,41.414452
"5139",2.156523,41.420757
"5140",2.156535,41.419856
"5141",2.156546,41.418955
"5142",2.156558,41.418055
"5143",2.156290,41.438770
"5144",2.156301,41.437869
"5145",2.156325,41.436068
"5146",2.156243,41.442372
"5147",2.156255,41.441472
"5148",2.156266,41.440571
"5149",2.156278,41.439670
"5150",2.156383,41.431564
"5151",2.156395,41.430664
"5152",2.156406,41.429763
"5153",2.156418,41.428862
"5154",2.156336,41.435167
"5155",2.156348,41.434266
"5156",2.156360,41.433366
"5157",2.156371,41.432465
"5158",2.216546,41.404967
"5159",2.216557,41.404067
"5160",2.216568,41.403166
"5161",2.156196,41.445975
